year,region,yearly_cases,pop,crude_rate
2003,강원도태백시,0,53948.0,0.0
2003,강원도평창군,0,46375.0,0.0
2003,강원도홍천군,0,71351.0,0.0
2003,강원도화천군,0,24540.0,0.0
2003,강원도횡성군,0,44306.0,0.0
2003,경기도가평군,0,55060.0,0.0
2003,경기도고양시,1,865077.0,0.11559664631009725
2003,경기도과천시,0,70324.0,0.0
2003,경기도광명시,0,336083.0,0.0
2003,경기도광주시,3,191466.0,1.566857823321112
2003,경기도구리시,0,192947.0,0.0
2003,경기도군포시,0,273765.0,0.0
2003,경기도김포시,1,203391.0,0.491663839599589
2003,경기도남양주시,0,403755.0,0.0
2003,경기도동두천시,0,74735.0,0.0
2003,경기도부천시,0,844256.0,0.0
2003,경기도성남시,9,962048.0,0.9355042575838212
2003,경기도수원시,0,1032944.0,0.0
2003,경기도시흥시,0,368223.0,0.0
2003,경기도안산시,0,651625.0,0.0
2003,경기도안성시,0,151522.0,0.0
2003,경기도안양시,1,604505.0,0.16542460360129363
2003,경기도양주시,0,148062.0,0.0
2003,경기도양평군,2,83730.0,2.388630120625821
2003,경기도여주시,0,104030.0,0.0
2003,경기도연천군,0,49508.0,0.0
2003,경기도오산시,0,118167.0,0.0
2003,경기도용인시,0,575255.0,0.0
2003,경기도의왕시,0,143388.0,0.0
2003,경기도의정부시,0,394803.0,0.0
2003,경기도이천시,1,190753.0,0.5242381509071942
2003,경기도파주시,1,237658.0,0.4207727069991332
2003,경기도평택시,0,364979.0,0.0
2003,경기도포천시,0,150240.0,0.0
2003,경기도하남시,0,128326.0,0.0
2003,경기도화성시,5,236226.0,2.1166171378256413
2003,경상남도거제시,0,186208.0,0.0
2003,경상남도거창군,0,66370.0,0.0
2003,경상남도고성군,0,58642.0,0.0
2003,경상남도김해시,0,407368.0,0.0
2003,경상남도남해군,0,54392.0,0.0
2003,경상남도밀양시,0,117732.0,0.0
2003,경상남도사천시,0,114556.0,0.0
2003,경상남도산청군,0,37783.0,0.0
2003,경상남도양산시,0,210424.0,0.0
2003,경상남도의령군,0,32766.0,0.0
2003,경상남도진주시,0,337319.0,0.0
2003,경상남도창녕군,0,67313.0,0.0
2003,경상남도창원시,0,1090359.0,0.0
2003,경상남도통영시,0,133420.0,0.0
2003,경상남도하동군,0,58010.0,0.0
2003,경상남도함안군,0,63435.0,0.0
2003,경상남도함양군,0,42760.0,0.0
2003,경상남도합천군,0,60160.0,0.0
2003,경상북도경산시,0,216240.0,0.0
2003,경상북도경주시,0,281177.0,0.0
2003,경상북도고령군,0,34942.0,0.0
2003,경상북도구미시,0,355629.0,0.0
2003,경상북도김천시,0,150306.0,0.0
2003,경상북도문경시,0,81258.0,0.0
2003,경상북도봉화군,0,39439.0,0.0
2003,경상북도상주시,0,115337.0,0.0
2003,경상북도성주군,0,48655.0,0.0
2003,경상북도안동시,0,175677.0,0.0
2003,경상북도영덕군,0,46965.0,0.0
2003,경상북도영양군,0,20772.0,0.0
2003,경상북도영주시,0,123806.0,0.0
2003,경상북도영천시,0,112423.0,0.0
2003,경상북도예천군,0,53649.0,0.0
2003,경상북도울릉군,0,9245.0,0.0
2003,경상북도울진군,0,61031.0,0.0
2003,경상북도의성군,0,68372.0,0.0
2003,경상북도청도군,0,50141.0,0.0
2003,경상북도청송군,0,31313.0,0.0
2003,경상북도칠곡군,0,105843.0,0.0
2003,경상북도포항시,0,508850.0,0.0
2003,광주시광산구,1,286982.0,0.3484539100013241
2003,광주시남구,0,216102.0,0.0
2003,광주시동구,0,116486.0,0.0
2003,광주시북구,0,462384.0,0.0
2003,광주시서구,1,313808.0,0.31866619079182174
2003,대구시군위군,0,29762.0,0.0
2003,대구시남구,0,185566.0,0.0
2003,대구시달서구,0,603949.0,0.0
2003,대구시달성군,0,157554.0,0.0
2003,대구시동구,0,339511.0,0.0
2003,대구시북구,0,446318.0,0.0
2003,대구시서구,0,264699.0,0.0
2003,대구시수성구,0,448430.0,0.0
2003,대구시중구,0,83517.0,0.0
2003,대전시대덕구,0,229208.0,0.0
2003,대전시동구,0,240212.0,0.0
2003,대전시서구,0,500551.0,0.0
2003,대전시유성구,0,193974.0,0.0
2003,대전시중구,1,268351.0,0.3726462729783008
2003,부산시강서구,0,56415.0,0.0
2003,부산시금정구,0,274696.0,0.0
2003,부산시기장군,0,77632.0,0.0
2003,부산시남구,0,307287.0,0.0
2003,부산시동구,0,117617.0,0.0
2003,부산시동래구,0,282056.0,0.0
2003,부산시부산진구,0,410603.0,0.0
2003,부산시북구,0,326710.0,0.0
2003,부산시사상구,0,287938.0,0.0
2003,부산시사하구,0,375283.0,0.0
2003,부산시서구,0,144305.0,0.0
2003,부산시수영구,0,177119.0,0.0
2003,부산시연제구,0,225473.0,0.0
2003,부산시영도구,0,170355.0,0.0
2003,부산시중구,0,54371.0,0.0
2003,부산시해운대구,0,403585.0,0.0
2003,서울시강남구,0,528977.0,0.0
2003,서울시강동구,2,477230.0,0.4190851371456111
2003,서울시강북구,1,360663.0,0.27726714412068887
2003,서울시강서구,0,537003.0,0.0
2003,서울시관악구,1,522456.0,0.1914036780130767
2003,서울시광진구,0,384929.0,0.0
2003,서울시구로구,0,412845.0,0.0
2003,서울시금천구,0,261224.0,0.0
2003,서울시노원구,3,631931.0,0.47473537458994736
2003,서울시도봉구,0,376599.0,0.0
2003,서울시동대문구,0,382875.0,0.0
2003,서울시동작구,0,410360.0,0.0
2003,서울시마포구,0,379451.0,0.0
2003,서울시서대문구,0,355753.0,0.0
2003,서울시서초구,0,394757.0,0.0
2003,서울시성동구,0,339368.0,0.0
2003,서울시성북구,0,453057.0,0.0
2003,서울시송파구,0,619514.0,0.0
2003,서울시양천구,0,486962.0,0.0
2003,서울시영등포구,0,403327.0,0.0
2003,서울시용산구,0,231871.0,0.0
2003,서울시은평구,1,474778.0,0.21062475514872214
2003,서울시종로구,1,177519.0,0.5633199826497445
2003,서울시중구,0,134548.0,0.0
2003,서울시중랑구,2,436089.0,0.45862197854107767
2003,세종시세종시,0,82733.0,0.0
2003,울산시남구,0,347485.0,0.0
2003,울산시동구,1,186135.0,0.537244473097483
2003,울산시북구,0,131775.0,0.0
2003,울산시울주군,1,173843.0,0.5752316745569278
2003,울산시중구,0,233629.0,0.0
2003,인천시강화군,0,65044.0,0.0
2003,인천시계양구,0,340175.0,0.0
2003,인천시남구,0,433138.0,0.0
2003,인천시남동구,0,392478.0,0.0
2003,인천시동구,0,80966.0,0.0
2003,인천시부평구,0,554027.0,0.0
2003,인천시서구,0,347117.0,0.0
2003,인천시연수구,0,257564.0,0.0
2003,인천시옹진군,0,14270.0,0.0
2003,인천시중구,0,85415.0,0.0
2003,전라남도강진군,0,44743.0,0.0
2003,전라남도고흥군,0,91518.0,0.0
2003,전라남도곡성군,0,35297.0,0.0
2003,전라남도광양시,0,136484.0,0.0
2003,전라남도구례군,0,30509.0,0.0
2003,전라남도나주시,0,101708.0,0.0
2003,전라남도담양군,2,50933.0,3.926727269157521
2003,전라남도목포시,0,241460.0,0.0
2003,전라남도무안군,0,63681.0,0.0
2003,전라남도보성군,0,55983.0,0.0
2003,전라남도순천시,0,269843.0,0.0
2003,전라남도신안군,0,50726.0,0.0
2003,전라남도여수시,0,310350.0,0.0
2003,전라남도영광군,1,64148.0,1.5588950551848848
2003,전라남도영암군,0,63267.0,0.0
2003,전라남도완도군,0,61145.0,0.0
